Index,Group,obs,mean,stdev,Min,Quantile25,Median,Quantile75,Max,LowerWhisker,LowerHinge,Median.1,HigherHinge,HigherWhisker,Outlier1,Outlier2,Outlier3,Outlier4,Outlier5,Outlier6,Outlier7,Outlier8,Outlier9,Outlier10,Outlier11,Outlier12,Outlier13,Outlier14,Outlier15,Outlier16,Outlier17,Outlier18,Outlier19,Outlier20,Outlier21,Outlier22,Outlier23,Outlier24,Outlier25,Outlier26,Outlier27
1,ST,C,0.782575770546473,0.776529702321273,0.0695496785578563,0.628101784685829,0.742115436578465,0.782575770546473,0.80476278498857,0.926024428120467,0.684529212039035,0.742115436578465,0.782575770546473,0.80476278498857,0.862254727917456,0.628101784685829,0.915561499330258,0.628101784685829,0.915561499330258,0.628101784685829,0.926024428120467,0.926024428120467,0.926024428120467,0.915561499330258,0.915561499330258,0.915561499330258,0.926024428120467,0.628101784685829,0.628101784685829,0.628101784685829,0.628101784685829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,ST,D,0.922210796578216,0.926051422988414,0.0298335439216032,0.875565397579155,0.909804205188757,0.922210796578216,0.939502910460403,0.998649135686865,0.875565397579155,0.909804205188757,0.922210796578216,0.939502910460403,0.942422543924201,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,0.998649135686865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,ST,E,0.890486534791225,0.894717652096663,0.0456420489374772,0.795069571519977,0.878680303395417,0.890486534791225,0.929017308938321,0.993423084431332,0.825959765805442,0.878680303395417,0.890486534791225,0.929017308938321,0.993423084431332,0.795069571519977,0.795069571519977,0.795069571519977,0.795069571519977,0.795069571519977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,ST,F,0.865058198033799,0.86963951664767,0.0504572620768032,0.799546505274806,0.830983089316648,0.868815957856827,0.889103086109596,0.982619353754071,0.799546505274806,0.830983089316648,0.868815957856827,0.889103086109596,0.911306178125629,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,0.982619353754071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,ST,G,0.934107592114659,0.934562634443899,0.0173522507335207,0.888267589880448,0.926164803867744,0.935437097396483,0.950503563901314,0.955750790516977,0.915117541990014,0.926164803867744,0.935437097396483,0.950503563901314,0.955750790516977,0.888267589880448,0.888267589880448,0.888267589880448,0.888267589880448,0.888267589880448,0.888267589880448,0.888267589880448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,ST,H,0.880169764858628,0.883478233229955,0.051497983067643,0.72409352525711,0.852975538959193,0.892898614142548,0.925141729630306,0.953009438627936,0.806061930579228,0.852975538959193,0.892898614142548,0.925141729630306,0.953009438627936,0.72409352525711,0.72409352525711,0.72409352525711,0.72409352525711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,ST,I,0.875718580107014,0.864056627066187,0.0662548307610013,0.750454688976017,0.819210910459598,0.859354216123641,0.875718580107014,0.998940620174558,0.750454688976017,0.819210910459598,0.859354216123641,0.875718580107014,0.959971010188519,0.974192752860778,0.974192752860778,0.974192752860778,0.972826651538621,0.965032729541413,0.998940620174558,0.965032729541413,0.998940620174558,0.998940620174558,0.974192752860778,0.965032729541413,0.972826651538621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,ST,M,0.729879690614447,0.7246957524758,0.0622191188204842,0.617448845901923,0.68729432434129,0.71661071712072,0.753170779192848,0.858758063665871,0.617448845901923,0.68729432434129,0.71661071712072,0.753170779192848,0.805513821533771,0.858758063665871,0.858758063665871,0.858758063665871,0.858758063665871,0.858758063665871,0.858758063665871,0.858758063665871,0.858758063665871,0.858758063665871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,ST,MF,0.861414154482721,0.862953050067976,0.0296808717769458,0.816355225811824,0.861414154482721,0.869683241340348,0.898203996295992,0.898203996295992,0.816355225811824,0.861414154482721,0.869683241340348,0.898203996295992,0.898203996295992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,ST,MW,0.881430333527747,0.879833431570077,0.0776459011036017,0.726012829086478,0.798126987262822,0.881430333527747,0.936417475322875,0.990242006056385,0.726012829086478,0.798126987262822,0.881430333527747,0.936417475322875,0.990242006056385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,ST,WF,0.604293826589291,0.610736584975008,0.0443656771766764,0.476772650431652,0.575841556908715,0.604887101939469,0.634489104442781,0.694328775613836,0.546130122753486,0.575841556908715,0.604887101939469,0.634489104442781,0.694328775613836,0.476772650431652,0.476772650431652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,ST,WM,0.889194188775748,0.886986703326854,0.0314547029163094,0.804958583802779,0.871934997191932,0.889194188775748,0.905587602364916,0.973757388581394,0.847828424631168,0.871934997191932,0.889194188775748,0.905587602364916,0.9254914466066,0.973757388581394,0.973757388581394,0.804958583802779,0.804958583802779,0.804958583802779,0.973757388581394,0.804958583802779,0.973757388581394,0.804958583802779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NST,C,0.598141300937871,0.591522314157672,0.105667681216038,0.35778421109569,0.560764439040099,0.598141300937871,0.615683443891896,0.829057290962418,0.508430565134193,0.560764439040099,0.598141300937871,0.615683443891896,0.640244366619562,0.44556616886126,0.719795471330329,0.719795471330329,0.35778421109569,0.800357898034508,0.44556616886126,0.35778421109569,0.800357898034508,0.35778421109569,0.44556616886126,0.719795471330329,0.829057290962418,0.829057290962418,0.829057290962418,0.719795471330329,0.800357898034508,0.44556616886126,0.44556616886126,0.800357898034508,0.800357898034508,0.829057290962418,0.35778421109569,0.44556616886126,0.35778421109569,0.35778421109569,0.44556616886126,0.35778421109569
14,NST,D,0.862358762906853,0.855850465074317,0.0610249091918289,0.75303536881881,0.803415611978215,0.853754562013684,0.882254619972369,0.999779596554654,0.75303536881881,0.803415611978215,0.853754562013684,0.882254619972369,0.999779596554654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NST,E,0.794010212508478,0.795318464174488,0.0925103782677667,0.582250723435312,0.751815985587853,0.794010212508478,0.86333532999566,0.987101498769055,0.659402395968775,0.751815985587853,0.794010212508478,0.86333532999566,0.987101498769055,0.582250723435312,0.582250723435312,0.582250723435312,0.582250723435312,0.582250723435312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NST,F,0.769228360923832,0.768021411105733,0.0955062567071299,0.628234872582607,0.683516116130981,0.772424716063857,0.807504534923061,0.974074835639524,0.628234872582607,0.683516116130981,0.772424716063857,0.807504534923061,0.974074835639524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NST,G,0.883405469597356,0.877593910292876,0.0211969285407324,0.825510080555533,0.867220330048626,0.878912011542436,0.894358346357234,0.907424840891633,0.85316746319781,0.867220330048626,0.878912011542436,0.894358346357234,0.907424840891633,0.825510080555533,0.825510080555533,0.825510080555533,0.825510080555533,0.825510080555533,0.825510080555533,0.825510080555533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NST,H,0.802522323024262,0.794187235099329,0.089620291169196,0.520401560592859,0.72068373467355,0.802522323024262,0.867393300158319,0.896490218504071,0.520401560592859,0.72068373467355,0.802522323024262,0.867393300158319,0.896490218504071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NST,I,0.821678376598872,0.808145739038087,0.0820540309214476,0.675306722705638,0.759314405806261,0.788349107278861,0.821678376598872,0.997800822125554,0.675306722705638,0.759314405806261,0.788349107278861,0.821678376598872,0.888813395508374,0.960884289790528,0.960884289790528,0.960884289790528,0.931750986211472,0.954890197292119,0.931750986211472,0.940065846071192,0.997800822125554,0.940065846071192,0.997800822125554,0.931750986211472,0.997800822125554,0.960884289790528,0.931750986211472,0.940065846071192,0.931750986211472,0.954890197292119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NST,M,0.541251625105704,0.536351243598828,0.0897927518038155,0.382448668191961,0.474251327515962,0.520330789673029,0.557146991441764,0.742294848423123,0.382448668191961,0.474251327515962,0.520330789673029,0.557146991441764,0.643797472186835,0.742294848423123,0.742294848423123,0.742294848423123,0.742294848423123,0.742294848423123,0.742294848423123,0.742294848423123,0.742294848423123,0.742294848423123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NST,MF,0.795092068549378,0.784389279466992,0.0470805755918699,0.705846811470936,0.794124509402238,0.795092068549378,0.833845406093669,0.833845406093669,0.794124509402238,0.794124509402238,0.795092068549378,0.833845406093669,0.833845406093669,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,0.705846811470936,NA,NA,NA
22,NST,MW,0.800584205170094,0.788823429238276,0.140421560736737,0.483880091032509,0.660374763506435,0.800584205170094,0.892722604942137,0.980788017911221,0.483880091032509,0.660374763506435,0.800584205170094,0.892722604942137,0.980788017911221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NST,WF,0.419738682952778,0.421143551491929,0.0592023731918668,0.216468519312048,0.379811460365225,0.419738682952778,0.45178023185673,0.540943471349125,0.33565619889854,0.379811460365225,0.419738682952778,0.45178023185673,0.540943471349125,0.216468519312048,0.216468519312048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NST,WM,0.797015272700875,0.76856608272373,0.0839385213559689,0.493959022161998,0.719899804293797,0.797015272700875,0.816278659655524,0.948461265885902,0.669038867059931,0.719899804293797,0.797015272700875,0.816278659655524,0.948461265885902,0.493959022161998,0.493959022161998,0.493959022161998,0.493959022161998,0.493959022161998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,MST,C,0.603203448471426,0.594338757787726,0.107147235262715,0.356882555707915,0.549276865151764,0.603203448471426,0.631728706969544,0.822724406150444,0.44543323281374,0.549276865151764,0.603203448471426,0.631728706969544,0.720238118054161,0.356882555707915,0.799429611131002,0.356882555707915,0.799429611131002,0.356882555707915,0.822724406150444,0.822724406150444,0.822724406150444,0.799429611131002,0.799429611131002,0.799429611131002,0.822724406150444,0.356882555707915,0.356882555707915,0.356882555707915,0.356882555707915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,MST,D,0.842944877679209,0.849442881160213,0.0612937141578376,0.752225259794154,0.803202414280371,0.842944877679209,0.876105837862483,0.997068348959992,0.752225259794154,0.803202414280371,0.842944877679209,0.876105837862483,0.888770778045333,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,0.997068348959992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,MST,E,0.780219397319471,0.788154868887165,0.0921094340576751,0.580952516760074,0.751420748909968,0.780219397319471,0.856216782935114,0.987011871330303,0.651124138080699,0.751420748909968,0.780219397319471,0.856216782935114,0.987011871330303,0.580952516760074,0.580952516760074,0.580952516760074,0.580952516760074,0.580952516760074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,MST,F,0.748939296270981,0.757388170161071,0.0933045340793984,0.628224624807163,0.683357796960307,0.75436838120058,0.793204726700098,0.967918703794584,0.628224624807163,0.683357796960307,0.75436838120058,0.793204726700098,0.836301573555221,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,0.967918703794584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,MST,G,0.869921296322688,0.871122161010084,0.0194610593164131,0.825071793705161,0.862079877230312,0.869921296322688,0.882258043844715,0.906087462584448,0.852755944854525,0.862079877230312,0.869921296322688,0.882258043844715,0.906087462584448,0.825071793705161,0.825071793705161,0.825071793705161,0.825071793705161,0.825071793705161,0.825071793705161,0.825071793705161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,MST,H,0.779898119393825,0.784399399690757,0.086231764926644,0.520317566688572,0.719906743167603,0.783395329838853,0.851352915293789,0.896161369266257,0.668265030396515,0.719906743167603,0.783395329838853,0.851352915293789,0.896161369266257,0.520317566688572,0.520317566688572,0.520317566688572,0.520317566688572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,MST,I,0.826296313266934,0.811574846397417,0.0784707693872524,0.675183762237014,0.761143584439054,0.800562961812747,0.826296313266934,0.997538155469894,0.675183762237014,0.761143584439054,0.800562961812747,0.826296313266934,0.886409020433066,0.948650498841144,0.948650498841144,0.948650498841144,0.930883581416433,0.939755586644471,0.930883581416433,0.926424671833779,0.997538155469894,0.926424671833779,0.997538155469894,0.930883581416433,0.997538155469894,0.948650498841144,0.930883581416433,0.926424671833779,0.930883581416433,0.939755586644471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,MST,M,0.53885255198286,0.534547691904042,0.0882788140864352,0.382239994062809,0.474646564699991,0.518321455112975,0.557699674389776,0.740303160069089,0.382239994062809,0.474646564699991,0.518321455112975,0.557699674389776,0.634192102608724,0.740303160069089,0.740303160069089,0.740303160069089,0.740303160069089,0.740303160069089,0.740303160069089,0.740303160069089,0.740303160069089,0.740303160069089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,MST,MF,0.777443829390061,0.779839508264714,0.0471922194489948,0.704550234459492,0.777443829390061,0.793980767184161,0.83380048652653,0.83380048652653,0.704550234459492,0.777443829390061,0.793980767184161,0.83380048652653,0.83380048652653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,MST,MW,0.785862077266041,0.78137824537211,0.142673817040818,0.483494462555327,0.641596830001337,0.785862077266041,0.888671524206808,0.980312978356056,0.483494462555327,0.641596830001337,0.785862077266041,0.888671524206808,0.980312978356056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,MST,WF,0.408600065143985,0.417516099602078,0.0601658856671015,0.216421154656821,0.374395767107396,0.414044423814823,0.447272181287787,0.540534554472219,0.329780463296907,0.374395767107396,0.414044423814823,0.447272181287787,0.540534554472219,0.216421154656821,0.216421154656821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,MST,WM,0.758108503645864,0.752771666070374,0.0836028158434219,0.493221719006155,0.713751067981145,0.758108503645864,0.808310653948671,0.947690247298878,0.644009598923559,0.713751067981145,0.758108503645864,0.808310653948671,0.947690247298878,0.493221719006155,0.493221719006155,0.493221719006155,0.493221719006155,0.493221719006155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
